,id,name,acronym,hexcolor,level,parent,order
651,741,Ventral posteromedial nucleus of the thalamus parvicellular part,VPMpc,#ff8084,8,709.0,650
652,563807435,Posterior triangular thalamic nucleus,PoT,#ff8084,7,637.0,651
653,406,Subparafascicular nucleus,SPF,#ff8084,6,864.0,652
654,414,Subparafascicular nucleus magnocellular part,SPFm,#ff8084,7,406.0,653
655,422,Subparafascicular nucleus parvicellular part,SPFp,#ff8084,7,406.0,654
656,609,Subparafascicular area,SPA,#ff8084,6,864.0,655
657,1044,Peripeduncular nucleus,PP,#ff8084,6,864.0,656
658,1008,Geniculate group dorsal thalamus,GENd,#ff8084,6,864.0,657
659,475,Medial geniculate complex,MG,#ff8084,7,1008.0,658
660,1072,Medial geniculate complex dorsal part,MGd,#ff8084,8,475.0,659
661,1079,Medial geniculate complex ventral part,MGv,#ff8084,8,475.0,660
662,1088,Medial geniculate complex medial part,MGm,#ff8084,8,475.0,661
663,170,Dorsal part of the lateral geniculate complex,LGd,#ff8084,7,1008.0,662
664,496345664,Dorsal part of the lateral geniculate complex shell,LGd-sh,#ff8084,8,170.0,663
665,496345668,Dorsal part of the lateral geniculate complex core,LGd-co,#ff8084,8,170.0,664
666,496345672,Dorsal part of the lateral geniculate complex ipsilateral zone,LGd-ip,#ff8084,8,170.0,665
667,856,Thalamus polymodal association cortex related,DORpm,#ff909f,5,549.0,666
668,138,Lateral group of the dorsal thalamus,LAT,#ff909f,6,856.0,667
669,218,Lateral posterior nucleus of the thalamus,LP,#ff909f,7,138.0,668
670,1020,Posterior complex of the thalamus,PO,#ff909f,7,138.0,669
671,1029,Posterior limiting nucleus of the thalamus,POL,#ff909f,7,138.0,670
672,325,Suprageniculate nucleus,SGN,#ff909f,7,138.0,671
673,560581551,Ethmoid nucleus of the thalamus,Eth,#ff909f,7,138.0,672
674,560581555,Retroethmoid nucleus,REth,#ff909f,7,138.0,673
675,239,Anterior group of the dorsal thalamus,ATN,#ff909f,6,856.0,674
676,255,Anteroventral nucleus of thalamus,AV,#ff909f,7,239.0,675
677,127,Anteromedial nucleus,AM,#ff909f,7,239.0,676
678,1096,Anteromedial nucleus dorsal part,AMd,#ff909f,8,127.0,677
679,1104,Anteromedial nucleus ventral part,AMv,#ff909f,8,127.0,678
680,64,Anterodorsal nucleus,AD,#ff909f,7,239.0,679
681,1120,Interanteromedial nucleus of the thalamus,IAM,#ff909f,7,239.0,680
682,1113,Interanterodorsal nucleus of the thalamus,IAD,#ff909f,7,239.0,681
683,155,Lateral dorsal nucleus of thalamus,LD,#ff909f,7,239.0,682
684,444,Medial group of the dorsal thalamus,MED,#ff909f,6,856.0,683
685,59,Intermediodorsal nucleus of the thalamus,IMD,#ff909f,7,444.0,684
686,362,Mediodorsal nucleus of thalamus,MD,#ff909f,7,444.0,685
687,617,Mediodorsal nucleus of the thalamus central part,MDc,#ff909f,8,362.0,686
688,626,Mediodorsal nucleus of the thalamus lateral part,MDl,#ff909f,8,362.0,687
689,636,Mediodorsal nucleus of the thalamus medial part,MDm,#ff909f,8,362.0,688
690,366,Submedial nucleus of the thalamus,SMT,#ff909f,7,444.0,689
691,1077,Perireunensis nucleus,PR,#ff909f,7,444.0,690
692,571,Midline group of the dorsal thalamus,MTN,#ff909f,6,856.0,691
693,149,Paraventricular nucleus of the thalamus,PVT,#ff909f,7,571.0,692
694,15,Parataenial nucleus,PT,#ff909f,7,571.0,693
695,181,Nucleus of reuniens,RE,#ff909f,7,571.0,694
696,560581559,Xiphoid thalamic nucleus,Xi,#ff909f,7,571.0,695
697,51,Intralaminar nuclei of the dorsal thalamus,ILM,#ff909f,6,856.0,696
698,189,Rhomboid nucleus,RH,#ff909f,7,51.0,697
699,599,Central medial nucleus of the thalamus,CM,#ff909f,7,51.0,698
700,907,Paracentral nucleus,PCN,#ff909f,7,51.0,699
701,575,Central lateral nucleus of the thalamus,CL,#ff909f,7,51.0,700
702,930,Parafascicular nucleus,PF,#ff909f,7,51.0,701
703,560581563,Posterior intralaminar thalamic nucleus,PIL,#ff909f,7,51.0,702
704,262,Reticular nucleus of the thalamus,RT,#ff909f,6,856.0,703
705,1014,Geniculate group ventral thalamus,GENv,#ff909f,6,856.0,704
706,27,Intergeniculate leaflet of the lateral geniculate complex,IGL,#ff909f,7,1014.0,705
707,563807439,Intermediate geniculate nucleus,IntG,#ff909f,7,1014.0,706
708,178,Ventral part of the lateral geniculate complex,LGv,#ff909f,7,1014.0,707
709,300,Ventral part of the lateral geniculate complex lateral zone,LGvl,#ff909f,8,178.0,708
710,316,Ventral part of the lateral geniculate complex medial zone,LGvm,#ff909f,8,178.0,709
711,321,Subgeniculate nucleus,SubG,#ff909f,7,1014.0,710
712,958,Epithalamus,EPI,#ff909f,6,856.0,711
713,483,Medial habenula,MH,#ff909f,7,958.0,712
714,186,Lateral habenula,LH,#ff909f,7,958.0,713
715,953,Pineal body,PIN,#ff909f,7,958.0,714
716,1097,Hypothalamus,HY,#e64438,4,1129.0,715
717,157,Periventricular zone,PVZ,#ff5d50,5,1097.0,716
718,390,Supraoptic nucleus,SO,#ff5d50,6,157.0,717
719,332,Accessory supraoptic group,ASO,#ff5d50,6,157.0,718
720,432,Nucleus circularis,NC,#ff5d50,7,332.0,719
721,38,Paraventricular hypothalamic nucleus,PVH,#ff5d50,6,157.0,720
722,71,Paraventricular hypothalamic nucleus magnocellular division,PVHm,#ff5d50,7,38.0,721
723,47,Paraventricular hypothalamic nucleus magnocellular division anterior magnocellular part,PVHam,#ff5d50,8,71.0,722
724,79,Paraventricular hypothalamic nucleus magnocellular division medial magnocellular part,PVHmm,#ff5d50,8,71.0,723
725,103,Paraventricular hypothalamic nucleus magnocellular division posterior magnocellular part,PVHpm,#ff5d50,8,71.0,724
726,652,Paraventricular hypothalamic nucleus magnocellular division posterior magnocellular part lateral zone,PVHpml,#ff5d50,9,103.0,725
727,660,Paraventricular hypothalamic nucleus magnocellular division posterior magnocellular part medial zone,PVHpmm,#ff5d50,9,103.0,726
728,94,Paraventricular hypothalamic nucleus parvicellular division,PVHp,#ff5d50,7,38.0,727
729,55,Paraventricular hypothalamic nucleus parvicellular division anterior parvicellular part,PVHap,#ff5d50,8,94.0,728
730,87,Paraventricular hypothalamic nucleus parvicellular division medial parvicellular part dorsal zone,PVHmpd,#ff5d50,8,94.0,729
731,110,Paraventricular hypothalamic nucleus parvicellular division periventricular part,PVHpv,#ff5d50,8,94.0,730
732,30,Periventricular hypothalamic nucleus anterior part,PVa,#ff5d50,6,157.0,731
733,118,Periventricular hypothalamic nucleus intermediate part,PVi,#ff5d50,6,157.0,732
734,223,Arcuate hypothalamic nucleus,ARH,#ff5d50,6,157.0,733
735,141,Periventricular region,PVR,#ff5547,5,1097.0,734
736,72,Anterodorsal preoptic nucleus,ADP,#ff5547,6,141.0,735
737,80,Anterior hypothalamic area,AHA,#ff5547,6,141.0,736
738,263,Anteroventral preoptic nucleus,AVP,#ff5547,6,141.0,737
739,272,Anteroventral periventricular nucleus,AVPV,#ff5547,6,141.0,738
740,830,Dorsomedial nucleus of the hypothalamus,DMH,#ff5547,6,141.0,739
741,668,Dorsomedial nucleus of the hypothalamus anterior part,DMHa,#ff5547,7,830.0,740
742,676,Dorsomedial nucleus of the hypothalamus posterior part,DMHp,#ff5547,7,830.0,741
743,684,Dorsomedial nucleus of the hypothalamus ventral part,DMHv,#ff5547,7,830.0,742
744,452,Median preoptic nucleus,MEPO,#ff5547,6,141.0,743
745,523,Medial preoptic area,MPO,#ff5547,6,141.0,744
746,763,Vascular organ of the lamina terminalis,OV,#ff5547,6,141.0,745
747,914,Posterodorsal preoptic nucleus,PD,#ff5547,6,141.0,746
748,1109,Parastrial nucleus,PS,#ff5547,6,141.0,747
749,1124,Suprachiasmatic preoptic nucleus,PSCH,#ff5547,6,141.0,748
750,126,Periventricular hypothalamic nucleus posterior part,PVp,#ff5547,6,141.0,749
751,133,Periventricular hypothalamic nucleus preoptic part,PVpo,#ff5547,6,141.0,750
752,347,Subparaventricular zone,SBPV,#ff5547,6,141.0,751
753,286,Suprachiasmatic nucleus,SCH,#ff5547,6,141.0,752
754,338,Subfornical organ,SFO,#ff5547,6,141.0,753
755,576073699,Ventromedial preoptic nucleus,VMPO,#ff5547,6,141.0,754
756,689,Ventrolateral preoptic nucleus,VLPO,#ff5547,6,141.0,755
757,467,Hypothalamic medial zone,MEZ,#ff4c3e,5,1097.0,756
758,88,Anterior hypothalamic nucleus,AHN,#ff4c3e,6,467.0,757
759,700,Anterior hypothalamic nucleus anterior part,AHNa,#ff4c3e,7,88.0,758
760,708,Anterior hypothalamic nucleus central part,AHNc,#ff4c3e,7,88.0,759
761,716,Anterior hypothalamic nucleus dorsal part,AHNd,#ff4c3e,7,88.0,760
762,724,Anterior hypothalamic nucleus posterior part,AHNp,#ff4c3e,7,88.0,761
763,331,Mammillary body,MBO,#ff4c3e,6,467.0,762
764,210,Lateral mammillary nucleus,LM,#ff4c3e,7,331.0,763
765,491,Medial mammillary nucleus,MM,#ff4c3e,7,331.0,764
766,732,Medial mammillary nucleus median part,Mmme,#ff4c3e,8,491.0,765
767,606826647,Medial mammillary nucleus lateral part,Mml,#ff4c3e,8,491.0,766
768,606826651,Medial mammillary nucleus medial part,Mmm,#ff4c3e,8,491.0,767
769,606826655,Medial mammillary nucleus posterior part,Mmp,#ff4c3e,8,491.0,768
770,606826659,Medial mammillary nucleus dorsal part,Mmd,#ff4c3e,8,491.0,769
771,525,Supramammillary nucleus,SUM,#ff4c3e,7,331.0,770
772,1110,Supramammillary nucleus lateral part,SUMl,#ff4c3e,8,525.0,771
773,1118,Supramammillary nucleus medial part,SUMm,#ff4c3e,8,525.0,772
774,557,Tuberomammillary nucleus,TM,#ff4c3e,7,331.0,773
775,1126,Tuberomammillary nucleus dorsal part,TMd,#ff4c3e,8,557.0,774
776,1,Tuberomammillary nucleus ventral part,TMv,#ff4c3e,8,557.0,775
777,515,Medial preoptic nucleus,MPN,#ff4c3e,6,467.0,776
778,740,Medial preoptic nucleus central part,MPNc,#ff4c3e,7,515.0,777
779,748,Medial preoptic nucleus lateral part,MPNl,#ff4c3e,7,515.0,778
780,756,Medial preoptic nucleus medial part,MPNm,#ff4c3e,7,515.0,779
781,980,Dorsal premammillary nucleus,PMd,#ff4c3e,6,467.0,780
782,1004,Ventral premammillary nucleus,PMv,#ff4c3e,6,467.0,781
783,63,Paraventricular hypothalamic nucleus descending division,PVHd,#ff4c3e,6,467.0,782
784,439,Paraventricular hypothalamic nucleus descending division dorsal parvicellular part,PVHdp,#ff4c3e,7,63.0,783
785,447,Paraventricular hypothalamic nucleus descending division forniceal part,PVHf,#ff4c3e,7,63.0,784
786,455,Paraventricular hypothalamic nucleus descending division lateral parvicellular part,PVHlp,#ff4c3e,7,63.0,785
787,464,Paraventricular hypothalamic nucleus descending division medial parvicellular part ventral zone,PVHmpv,#ff4c3e,7,63.0,786
788,693,Ventromedial hypothalamic nucleus,VMH,#ff4c3e,6,467.0,787
789,761,Ventromedial hypothalamic nucleus anterior part,VMHa,#ff4c3e,7,693.0,788
790,769,Ventromedial hypothalamic nucleus central part,VMHc,#ff4c3e,7,693.0,789
791,777,Ventromedial hypothalamic nucleus dorsomedial part,VMHdm,#ff4c3e,7,693.0,790
792,785,Ventromedial hypothalamic nucleus ventrolateral part,VMHvl,#ff4c3e,7,693.0,791
793,946,Posterior hypothalamic nucleus,PH,#ff4c3e,6,467.0,792
794,290,Hypothalamic lateral zone,LZ,#f2483b,5,1097.0,793
795,194,Lateral hypothalamic area,LHA,#f2483b,6,290.0,794
796,226,Lateral preoptic area,LPO,#f2483b,6,290.0,795
797,356,Preparasubthalamic nucleus,PST,#f2483b,6,290.0,796
798,364,Parasubthalamic nucleus,PSTN,#f2483b,6,290.0,797
799,576073704,Perifornical nucleus,PeF,#f2483b,6,290.0,798
800,173,Retrochiasmatic area,RCH,#f2483b,6,290.0,799
801,470,Subthalamic nucleus,STN,#f2483b,6,290.0,800
802,614,Tuberal nucleus,TU,#f2483b,6,290.0,801
803,797,Zona incerta,ZI,#f2483b,6,290.0,802
804,796,Dopaminergic A13 group,A13,#f2483b,7,797.0,803
805,804,Fields of Forel,FF,#f2483b,7,797.0,804
806,10671,Median eminence,ME,#f2483b,5,1097.0,805
807,313,Midbrain,MB,#ff64ff,3,343.0,806
808,339,Midbrain sensory related,MBsen,#ff7aff,4,313.0,807
809,302,Superior colliculus sensory related,SCs,#ff7aff,5,339.0,808
810,851,Superior colliculus optic layer,SCop,#ff7aff,6,302.0,809
811,842,Superior colliculus superficial gray layer,SCsg,#ff7aff,6,302.0,810
812,834,Superior colliculus zonal layer,SCzo,#ff7aff,6,302.0,811
813,4,Inferior colliculus,IC,#ff7aff,5,339.0,812
814,811,Inferior colliculus central nucleus,ICc,#ff7aff,6,4.0,813
815,820,Inferior colliculus dorsal nucleus,ICd,#ff7aff,6,4.0,814
816,828,Inferior colliculus external nucleus,ICe,#ff7aff,6,4.0,815
817,580,Nucleus of the brachium of the inferior colliculus,NB,#ff7aff,5,339.0,816
818,271,Nucleus sagulum,SAG,#ff7aff,5,339.0,817
819,874,Parabigeminal nucleus,PBG,#ff7aff,5,339.0,818
820,460,Midbrain trigeminal nucleus,MEV,#ff7aff,5,339.0,819
821,599626923,Subcommissural organ,SCO,#ff7aff,5,339.0,820
822,323,Midbrain motor related,MBmot,#ff90ff,4,313.0,821
823,381,Substantia nigra reticular part,SNr,#ff90ff,5,323.0,822
824,749,Ventral tegmental area,VTA,#ff90ff,5,323.0,823
825,607344830,Paranigral nucleus,PN,#ff90ff,5,323.0,824
826,246,Midbrain reticular nucleus retrorubral area,RR,#ff90ff,5,323.0,825
827,128,Midbrain reticular nucleus,MRN,#ff90ff,5,323.0,826
828,539,Midbrain reticular nucleus magnocellular part,MRNm,#ff90ff,6,128.0,827
829,548,Midbrain reticular nucleus magnocellular part general,MRNmg,#ff90ff,6,128.0,828
830,555,Midbrain reticular nucleus parvicellular part,MRNp,#ff90ff,6,128.0,829
831,294,Superior colliculus motor related,SCm,#ff90ff,5,323.0,830
832,26,Superior colliculus motor related deep gray layer,SCdg,#ff90ff,6,294.0,831
833,42,Superior colliculus motor related deep white layer,SCdw,#ff90ff,6,294.0,832
834,17,Superior colliculus motor related intermediate white layer,SCiw,#ff90ff,6,294.0,833
835,10,Superior colliculus motor related intermediate gray layer,SCig,#ff90ff,6,294.0,834
836,494,Superior colliculus motor related intermediate gray layer sublayer a,SCig-a,#ff90ff,7,10.0,835
837,503,Superior colliculus motor related intermediate gray layer sublayer b,SCig-b,#ff90ff,7,10.0,836
838,511,Superior colliculus motor related intermediate gray layer sublayer c,SCig-c,#ff90ff,7,10.0,837
839,795,Periaqueductal gray,PAG,#ff90ff,5,323.0,838
840,50,Precommissural nucleus,PRC,#ff90ff,6,795.0,839
841,67,Interstitial nucleus of Cajal,INC,#ff90ff,6,795.0,840
842,587,Nucleus of Darkschewitsch,ND,#ff90ff,6,795.0,841
843,614454277,Supraoculomotor periaqueductal gray,Su3,#ff90ff,6,795.0,842
844,1100,Pretectal region,PRT,#ff90ff,5,323.0,843
845,215,Anterior pretectal nucleus,APN,#ff90ff,6,1100.0,844
846,531,Medial pretectal area,MPT,#ff90ff,6,1100.0,845
847,628,Nucleus of the optic tract,NOT,#ff90ff,6,1100.0,846
848,634,Nucleus of the posterior commissure,NPC,#ff90ff,6,1100.0,847
849,706,Olivary pretectal nucleus,OP,#ff90ff,6,1100.0,848
850,1061,Posterior pretectal nucleus,PPT,#ff90ff,6,1100.0,849
851,549009203,Retroparafascicular nucleus,RPF,#ff90ff,6,1100.0,850
852,549009207,Intercollicular nucleus,InCo,#ff90ff,5,323.0,851
853,616,Cuneiform nucleus,CUN,#ff90ff,5,323.0,852
854,214,Red nucleus,RN,#ff90ff,5,323.0,853
855,35,Oculomotor nucleus,III,#ff90ff,5,323.0,854
856,549009211,Medial accesory oculomotor nucleus,MA3,#ff90ff,5,323.0,855
857,975,Edinger-Westphal nucleus,EW,#ff90ff,5,323.0,856
858,115,Trochlear nucleus,IV,#ff90ff,5,323.0,857
859,606826663,Paratrochlear nucleus,Pa4,#ff90ff,5,323.0,858
860,757,Ventral tegmental nucleus,VTN,#ff90ff,5,323.0,859
861,231,Anterior tegmental nucleus,AT,#ff90ff,5,323.0,860
862,66,Lateral terminal nucleus of the accessory optic tract,LT,#ff90ff,5,323.0,861
863,75,Dorsal terminal nucleus of the accessory optic tract,DT,#ff90ff,5,323.0,862
864,58,Medial terminal nucleus of the accessory optic tract,MT,#ff90ff,5,323.0,863
865,615,Substantia nigra lateral part,SNl,#ff90ff,5,323.0,864
866,348,Midbrain behavioral state related,MBsta,#ff90ff,4,313.0,865
867,374,Substantia nigra compact part,SNc,#ffa6ff,5,348.0,866
868,1052,Pedunculopontine nucleus,PPN,#ffa6ff,5,348.0,867
869,165,Midbrain raphe nuclei,RAmb,#ffa6ff,5,348.0,868
870,12,Interfascicular nucleus raphe,IF,#ffa6ff,6,165.0,869
871,100,Interpeduncular nucleus,IPN,#ffa6ff,6,165.0,870
872,607344834,Interpeduncular nucleus rostral,IPR,#ffa6ff,7,100.0,871
873,607344838,Interpeduncular nucleus caudal,IPC,#ffa6ff,7,100.0,872
874,607344842,Interpeduncular nucleus apical,IPA,#ffa6ff,7,100.0,873
875,607344846,Interpeduncular nucleus lateral,IPL,#ffa6ff,7,100.0,874
876,607344850,Interpeduncular nucleus intermediate,IPI,#ffa6ff,7,100.0,875
877,607344854,Interpeduncular nucleus dorsomedial,IPDM,#ffa6ff,7,100.0,876
878,607344858,Interpeduncular nucleus dorsolateral,IPDL,#ffa6ff,7,100.0,877
879,607344862,Interpeduncular nucleus rostrolateral,IPRL,#ffa6ff,7,100.0,878
880,197,Rostral linear nucleus raphe,RL,#ffa6ff,6,165.0,879
881,591,Central linear nucleus raphe,CLI,#ffa6ff,6,165.0,880
882,872,Dorsal nucleus raphe,DR,#ffa6ff,6,165.0,881
883,1065,Hindbrain,HB,#ff9b88,3,343.0,882
884,771,Pons,P,#ff9b88,4,1065.0,883
885,1132,Pons sensory related,P-sen,#ffae6f,5,771.0,884
886,612,Nucleus of the lateral lemniscus,NLL,#ffae6f,6,1132.0,885
887,82,Nucleus of the lateral lemniscus dorsal part,NLLd,#ffae6f,7,612.0,886
888,90,Nucleus of the lateral lemniscus horizontal part,NLLh,#ffae6f,7,612.0,887
889,99,Nucleus of the lateral lemniscus ventral part,NLLv,#ffae6f,7,612.0,888
890,7,Principal sensory nucleus of the trigeminal,PSV,#ffae6f,6,1132.0,889
891,867,Parabrachial nucleus,PB,#ffae6f,6,1132.0,890
892,123,Koelliker-Fuse subnucleus,KF,#ffae6f,7,867.0,891
893,881,Parabrachial nucleus lateral division,PBl,#ffae6f,7,867.0,892
894,860,Parabrachial nucleus lateral division central lateral part,PBlc,#ffae6f,8,881.0,893
895,868,Parabrachial nucleus lateral division dorsal lateral part,PBld,#ffae6f,8,881.0,894
896,875,Parabrachial nucleus lateral division external lateral part,PBle,#ffae6f,8,881.0,895
897,883,Parabrachial nucleus lateral division superior lateral part,PBls,#ffae6f,8,881.0,896
898,891,Parabrachial nucleus lateral division ventral lateral part,PBlv,#ffae6f,8,881.0,897
899,890,Parabrachial nucleus medial division,PBm,#ffae6f,7,867.0,898
900,899,Parabrachial nucleus medial division external medial part,PBme,#ffae6f,8,890.0,899
901,915,Parabrachial nucleus medial division medial medial part,PBmm,#ffae6f,8,890.0,900
902,923,Parabrachial nucleus medial division ventral medial part,PBmv,#ffae6f,8,890.0,901
903,398,Superior olivary complex,SOC,#ffae6f,6,1132.0,902
904,122,Superior olivary complex periolivary region,POR,#ffae6f,7,398.0,903
905,105,Superior olivary complex medial part,SOCm,#ffae6f,7,398.0,904
906,114,Superior olivary complex lateral part,SOCl,#ffae6f,7,398.0,905
907,987,Pons motor related,P-mot,#ffba86,5,771.0,906
908,280,Barrington's nucleus,B,#ffba86,6,987.0,907
909,880,Dorsal tegmental nucleus,DTN,#ffba86,6,987.0,908
910,283,Lateral tegmental nucleus,LTN,#ffba86,6,987.0,909
911,599626927,Posterodorsal tegmental nucleus,PDTg,#ffba86,6,987.0,910
912,898,Pontine central gray,PCG,#ffba86,6,987.0,911
913,931,Pontine gray,PG,#ffba86,6,987.0,912
914,1093,Pontine reticular nucleus caudal part,PRNc,#ffba86,6,987.0,913
915,552,Pontine reticular nucleus ventral part,PRNv,#ffba86,6,987.0,914
916,318,Supragenual nucleus,SG,#ffba86,6,987.0,915
917,462,Superior salivatory nucleus,SSN,#ffba86,6,987.0,916
918,534,Supratrigeminal nucleus,SUT,#ffba86,6,987.0,917
919,574,Tegmental reticular nucleus,TRN,#ffba86,6,987.0,918
920,621,Motor nucleus of trigeminal,V,#ffba86,6,987.0,919
921,549009215,Peritrigeminal zone,P5,#ffba86,6,987.0,920
922,549009219,Accessory trigeminal nucleus,Acs5,#ffba86,6,987.0,921
923,549009223,Parvicellular motor 5 nucleus,PC5,#ffba86,6,987.0,922
924,549009227,Intertrigeminal nucleus,I5,#ffba86,6,987.0,923
925,1117,Pons behavioral state related,P-sat,#ffc395,5,771.0,924
926,679,Superior central nucleus raphe,CS,#ffc395,6,1117.0,925
927,137,Superior central nucleus raphe lateral part,CSl,#ffc395,7,679.0,926
928,130,Superior central nucleus raphe medial part,CSm,#ffc395,7,679.0,927
929,147,Locus ceruleus,LC,#ffc395,6,1117.0,928
930,162,Laterodorsal tegmental nucleus,LDT,#ffc395,6,1117.0,929
931,604,Nucleus incertus,NI,#ffc395,6,1117.0,930
932,146,Pontine reticular nucleus,PRNr,#ffc395,6,1117.0,931
933,238,Nucleus raphe pontis,RPO,#ffc395,6,1117.0,932
934,350,Subceruleus nucleus,SLC,#ffc395,6,1117.0,933
935,358,Sublaterodorsal nucleus,SLD,#ffc395,6,1117.0,934
936,354,Medulla,MY,#ff9bcd,4,1065.0,935
937,386,Medulla sensory related,MY-sen,#ffa5d2,5,354.0,936
938,207,Area postrema,AP,#ffa5d2,6,386.0,937
939,607,Cochlear nuclei,CN,#ffa5d2,6,386.0,938
940,112,Granular lamina of the cochlear nuclei,CNlam,#ffa5d2,7,607.0,939
941,560,Cochlear nucleus subpedunclular granular region,CNspg,#ffa5d2,7,607.0,940
942,96,Dorsal cochlear nucleus,DCO,#ffa5d2,7,607.0,941
943,101,Ventral cochlear nucleus,VCO,#ffa5d2,7,607.0,942
944,720,Dorsal column nuclei,DCN,#ffa5d2,6,386.0,943
945,711,Cuneate nucleus,CU,#ffa5d2,7,720.0,944
946,1039,Gracile nucleus,GR,#ffa5d2,7,720.0,945
947,903,External cuneate nucleus,ECU,#ffa5d2,6,386.0,946
948,642,Nucleus of the trapezoid body,NTB,#ffa5d2,6,386.0,947
949,651,Nucleus of the solitary tract,NTS,#ffa5d2,6,386.0,948
950,659,Nucleus of the solitary tract central part,NTSce,#ffa5d2,7,651.0,949
951,666,Nucleus of the solitary tract commissural part,NTSco,#ffa5d2,7,651.0,950
952,674,Nucleus of the solitary tract gelatinous part,NTSge,#ffa5d2,7,651.0,951
953,682,Nucleus of the solitary tract lateral part,NTSl,#ffa5d2,7,651.0,952
954,691,Nucleus of the solitary tract medial part,NTSm,#ffa5d2,7,651.0,953
955,429,Spinal nucleus of the trigeminal caudal part,SPVC,#ffa5d2,6,386.0,954
956,437,Spinal nucleus of the trigeminal interpolar part,SPVI,#ffa5d2,6,386.0,955
957,445,Spinal nucleus of the trigeminal oral part,SPVO,#ffa5d2,6,386.0,956
958,77,Spinal nucleus of the trigeminal oral part caudal dorsomedial part,SPVOcdm,#ffa5d2,7,445.0,957
959,53,Spinal nucleus of the trigeminal oral part middle dorsomedial part dorsal zone,SPVOmdmd,#ffa5d2,7,445.0,958
960,61,Spinal nucleus of the trigeminal oral part middle dorsomedial part ventral zone,SPVOmdmv,#ffa5d2,7,445.0,959
961,45,Spinal nucleus of the trigeminal oral part rostral dorsomedial part,SPVOrdm,#ffa5d2,7,445.0,960
962,69,Spinal nucleus of the trigeminal oral part ventrolateral part,SPVOvl,#ffa5d2,7,445.0,961
963,589508451,Paratrigeminal nucleus,Pa5,#ffa5d2,6,386.0,962
964,789,Nucleus z,z,#ffa5d2,6,386.0,963
965,370,Medulla motor related,MY-mot,#ffb3d9,5,354.0,964
966,653,Abducens nucleus,VI,#ffb3d9,6,370.0,965
967,568,Accessory abducens nucleus,ACVI,#ffb3d9,6,370.0,966
968,661,Facial motor nucleus,VII,#ffb3d9,6,370.0,967
969,576,Accessory facial motor nucleus,ACVII,#ffb3d9,6,370.0,968
970,640,Efferent vestibular nucleus,EV,#ffb3d9,6,370.0,969
971,135,Nucleus ambiguus,AMB,#ffb3d9,6,370.0,970
972,939,Nucleus ambiguus dorsal division,AMBd,#ffb3d9,7,135.0,971
973,143,Nucleus ambiguus ventral division,AMBv,#ffb3d9,7,135.0,972
974,839,Dorsal motor nucleus of the vagus nerve,DMX,#ffb3d9,6,370.0,973
975,887,Efferent cochlear group,ECO,#ffb3d9,6,370.0,974
976,1048,Gigantocellular reticular nucleus,GRN,#ffb3d9,6,370.0,975
977,372,Infracerebellar nucleus,ICB,#ffb3d9,6,370.0,976
978,83,Inferior olivary complex,IO,#ffb3d9,6,370.0,977
979,136,Intermediate reticular nucleus,IRN,#ffb3d9,6,370.0,978
980,106,Inferior salivatory nucleus,ISN,#ffb3d9,6,370.0,979
981,203,Linear nucleus of the medulla,LIN,#ffb3d9,6,370.0,980
982,235,Lateral reticular nucleus,LRN,#ffb3d9,6,370.0,981
983,955,Lateral reticular nucleus magnocellular part,LRNm,#ffb3d9,7,235.0,982
984,963,Lateral reticular nucleus parvicellular part,LRNp,#ffb3d9,7,235.0,983
985,307,Magnocellular reticular nucleus,MARN,#ffb3d9,6,370.0,984
986,395,Medullary reticular nucleus,MDRN,#ffb3d9,6,370.0,985
987,1098,Medullary reticular nucleus dorsal part,MDRNd,#ffb3d9,7,395.0,986
988,1107,Medullary reticular nucleus ventral part,MDRNv,#ffb3d9,7,395.0,987
989,852,Parvicellular reticular nucleus,PARN,#ffb3d9,6,370.0,988
990,859,Parasolitary nucleus,PAS,#ffb3d9,6,370.0,989
991,938,Paragigantocellular reticular nucleus,PGRN,#ffb3d9,6,370.0,990
992,970,Paragigantocellular reticular nucleus dorsal part,PGRNd,#ffb3d9,7,938.0,991
993,978,Paragigantocellular reticular nucleus lateral part,PGRNl,#ffb3d9,7,938.0,992
994,154,Perihypoglossal nuclei,PHY,#ffb3d9,6,370.0,993
995,161,Nucleus intercalatus,NIS,#ffb3d9,7,154.0,994
996,177,Nucleus of Roller,NR,#ffb3d9,7,154.0,995
997,169,Nucleus prepositus,PRP,#ffb3d9,7,154.0,996
998,995,Paramedian reticular nucleus,PMR,#ffb3d9,6,370.0,997
999,1069,Parapyramidal nucleus,PPY,#ffb3d9,6,370.0,998
1000,185,Parapyramidal nucleus deep part,PPYd,#ffb3d9,7,1069.0,999
1001,193,Parapyramidal nucleus superficial part,PPYs,#ffb3d9,7,1069.0,1000
1002,701,Vestibular nuclei,VNC,#ffb3d9,6,370.0,1001
1003,209,Lateral vestibular nucleus,LAV,#ffb3d9,7,701.0,1002
1004,202,Medial vestibular nucleus,MV,#ffb3d9,7,701.0,1003
1005,225,Spinal vestibular nucleus,SPIV,#ffb3d9,7,701.0,1004
1006,217,Superior vestibular nucleus,SUV,#ffb3d9,7,701.0,1005
1007,765,Nucleus x,x,#ffb3d9,6,370.0,1006
1008,773,Hypoglossal nucleus,XII,#ffb3d9,6,370.0,1007
1009,781,Nucleus y,y,#ffb3d9,6,370.0,1008
1010,76,Interstitial nucleus of the vestibular nerve,INV,#ffb3d9,6,370.0,1009
